genome	kingdom	phylum	class	order	family	genus	species
G002010615	2	0	0	0	0	0	1935014
G002010635	2	0	0	0	0	0	1935122
G002010655	2	0	0	0	0	0	1935125
G002010715	2	67817	0	0	0	0	1935109
G002010755	2	40117	0	0	0	0	1935148
G002010775	2	40117	0	0	0	0	1935145
G002011035	2157	928852	0	0	0	0	1935119
G002011075	2157	0	0	0	0	0	1935120
G002011125	2157	28890	0	0	0	0	1935129
G002011155	2157	28890	0	0	0	0	1935138
G002011165	2157	28890	0	0	0	0	1935139
G002011215	2157	28890	183980	2231	2232	2233	1934981
G002011235	2157	28890	183980	2231	2232	2233	1934984
G002011315	2157	28890	183980	2231	2232	2233	1934992
G002011365	2	67810	0	0	0	0	1935100
G002011395	2157	28890	0	0	0	379546	1935018
G002011415	2	67810	0	0	0	0	1935101
G002011425	2	67810	0	0	0	0	1935102
G002011435	2	67810	0	0	0	0	1935105
G002011475	2	200795	301297	1202465	1202464	61434	1935047
G002011495	2	200795	301297	1202465	1202464	61434	1935049
G002011535	2	200795	0	0	0	0	1935131
G002011565	2	0	0	0	0	0	1935011
G002011575	2	0	0	0	0	0	1935012
G002011615	2	0	0	0	0	0	1935123
G002011635	2	0	0	0	0	0	1935126
G002011655	2	200795	292625	292629	0	0	1935098
G002011675	2	0	0	0	0	0	1935124
G002011685	2	200930	68337	0	0	0	1935133
G002011715	2	40117	0	0	0	0	1935144
G002011735	2	40117	0	0	0	0	1935142
G002011745	2	40117	0	0	0	0	1935146
G002011795	2	40117	0	0	0	0	1935149
G002011815	2	40117	0	0	0	0	1935147
G002011845	2	1224	28221	453227	453228	0	1935135
G002011895	2	1224	28221	453227	453228	0	1935137
G002013915	2	976	117747	200666	84566	423349	1792845
G002014855	2	1224	1236	72274	468	475	1288392
G002015085	2	1224	1236	135625	712	724	738
G002017915	2	1117	0	1890424	1890426	1129	431041
G002018015	2	1117	0	1890424	1890426	1129	431041
G002018045	2	1117	0	1890424	1890426	1129	431041
G002019695	2	1239	91061	1385	186821	0	79879
G002019735	2	1239	91061	1385	186821	0	76935
G002019865	2	1224	29547	213849	72294	194	195
G002020385	2	1224	1236	0	0	0	2340
G002020605	2	1224	1236	0	0	0	2340
G002020685	2	1224	1236	0	0	0	2340
G002020715	2	1224	1236	0	0	0	2340
G002020725	2	1224	1236	0	0	0	2340
G002020745	2	1224	1236	0	0	0	2340
G002020775	2	1224	1236	0	0	0	2340
G002020795	2	1224	1236	0	0	0	2340
G002020805	2	1224	1236	0	0	0	1918949
G002020845	2	1224	1236	0	0	0	2340
G002020875	2	1224	1236	0	0	0	1918948
G002020915	2	1224	1236	0	0	0	2340
G002020935	2	1224	1236	0	0	0	2340
G002020965	2	1224	1236	0	0	0	2340
G002020995	2	1224	1236	0	0	0	2340
G002021005	2	1224	1236	0	0	0	2340
G002021025	2	1224	1236	0	0	0	2340
G002021035	2	1224	1236	0	0	0	2340
G002021075	2	1224	1236	0	0	0	2340
G002021105	2	1224	1236	0	0	0	2340
G002021115	2	1224	1236	0	0	0	2340
G002021175	2	1224	1236	0	0	0	2340
G002021195	2	1224	1236	0	0	0	2340
G002021235	2	1224	1236	0	0	0	2340
G002021255	2	1224	1236	0	0	0	2340
G002021265	2	1224	1236	0	0	0	2340
G002021315	2	1224	1236	0	0	0	2340
G002021775	2	200795	301297	1202465	1202464	61434	61435
G002021855	2	1224	1236	0	0	0	2340
G900000025	2	1224	28211	766	942	768	948
G900002265	2	1224	1236	91347	1903411	613	138074
G900009135	2	1117	0	1150	1892252	54304	1729650
G900010725	2	1117	0	1150	1892252	54304	1678310
G900011245	2	1224	28211	356	41294	374	376
G900012635	2157	28890	183968	2258	2259	2263	54262
G900016865	2	1239	186801	0	0	0	244328
G900018335	2	1239	186801	0	0	0	244328
G900019985	2	1239	186801	0	0	0	244328
G900025055	2157	28890	224756	2191	2194	45989	183762
G900039485	2	1224	1236	91347	543	1906657	1778262
G900044015	2	1224	1236	91347	543	1906659	1778263
G900047545	2	1117	0	1890424	1890426	1129	431041
G900048035	2	1224	1236	91347	543	1906661	1070130
G900048045	2	1224	1236	91347	543	1906660	1778264
G900048895	2	1239	186801	186802	541000	1924105	1776382
G900048935	2	1224	1236	118969	444	445	446
G900051025	2	1224	1236	118969	444	445	446
G900053355	2	1224	1236	118969	444	445	446
G900053745	2	1224	1236	118969	444	445	446
G900054435	2	1224	1236	118969	444	445	446
G900057625	2	1224	1236	118969	444	445	446
G900057755	2	1224	1236	118969	444	445	446
G900059955	2	1224	1236	118969	444	445	446
G900060365	2	1224	1236	118969	444	445	446
G900061575	2	1224	1236	118969	444	445	446
G900061635	2	1224	1236	118969	444	445	446
G900061645	2	1224	1236	118969	444	445	446
G900061655	2	1224	1236	118969	444	445	446
G900061665	2	1224	1236	118969	444	445	446
G900061675	2	1224	1236	118969	444	445	446
G900061685	2	1224	1236	118969	444	445	446
G900061695	2	1224	1236	118969	444	445	446
G900061705	2	1224	1236	118969	444	445	446
G900061715	2	1224	1236	118969	444	445	446
G900061725	2	1224	1236	118969	444	445	446
G900063805	2	1224	1236	118969	444	445	446
G900063815	2	1224	1236	118969	444	445	446
G900064345	2	1224	1236	118969	444	445	446
G900065905	2	1224	1236	118969	444	445	446
G900070165	2	1224	1236	118969	444	445	446
G900070355	2	201174	1760	85006	85020	472568	472569
G900073035	2	1224	1236	118969	444	445	446
G900078695	2	1224	28216	80840	506	517	123899
G900078795	2	0	0	0	0	0	1561004
G900079115	2157	28889	183924	2281	118883	2284	2287
G900079125	2157	28890	224756	2191	2194	45989	83986
G900086555	2	1224	28216	206351	481	482	28091
G900086585	2	1239	186801	186802	543314	1926556	1776384
G900086725	2	1239	186801	186802	186803	1924081	1745713
G900086985	2	1224	1236	135619	28256	2745	1666906
G900087055	2	1224	1236	91347	0	702	703
G900089075	2	976	117743	200644	49546	1935184	1816680
G900089455	2	1224	28216	80840	506	1921582	1851544
G900089525	2	976	1853228	1853229	563835	1004300	714549
G900089545	2	976	1853228	1853229	563835	1004300	714549
G900089555	2	976	1853228	1853229	563835	1004300	714549
G900089565	2	976	1853228	1853229	563835	1004300	714549
G900089575	2	976	1853228	1853229	563835	1004300	714549
G900090055	2157	28890	183967	2301	1747776	1747777	1673428
G900090125	2	201174	1760	85011	2062	1883	1286822
G900091655	2	976	200643	171549	1853231	1926651	1841857
G900091675	2	976	200643	171549	1853231	574697	1816677
G900092135	2	201174	1760	85009	31957	1911549	1577474
G900092645	2	1224	1236	135613	1046	1907535	589554
G900093605	2	1224	28211	356	31993	196080	1867952
G900093775	2	1239	91061	1385	186817	1386	1664069
G900094635	2	0	0	0	0	0	343232
G900094705	2	976	1853228	1853229	563835	79328	1335309
G900094785	2	1239	91061	186826	33958	1578	303541
G900094975	2	1239	91061	1385	186817	1386	1402860
G900094985	2	1239	91061	1385	186817	1386	1761765
G900095015	2	1239	91061	186826	81850	46255	46256
G900095135	2	976	200643	171549	171551	294702	1642647
G900095305	2	1239	186801	186802	0	415014	1889883
G900095615	2	1239	1737404	1737405	0	165812	1891289
G900095795	2	976	200643	171549	171551	307628	1642646
G900095815	2157	28890	183925	2158	2159	145260	145261
G900095865	2	1239	186801	186802	31979	1935927	1870991
G900096565	2	0	0	0	0	0	1855401
G900096905	2	1239	91061	1385	186817	1738642	1612202
G900096925	2	1239	91061	1385	0	33986	1017277
G900096935	2	1239	91061	186826	81850	0	1855370
G900096945	2	1239	186801	186802	186803	1855714	1619234
G900097105	2	74201	203494	48461	1647988	239934	1679444
G900099605	2	1239	91061	1385	186817	1433300	568899
G900099655	2	1239	91061	1385	186818	162291	459472
G900099695	2	1224	28216	206389	75787	83766	83767
G900099715	2	1239	186801	186802	541000	0	1520819
G900099745	2	1239	91061	1385	186817	1433300	930129
G900099815	2	976	117743	200644	49546	83612	470826
G900099935	2	1224	28211	204455	31989	311411	571298
G900100005	2	1224	28211	204455	31989	490828	490829
G900100065	2	1239	91061	1385	186822	55079	47500
G900100125	2	1239	91061	186826	186827	171413	84521
G900100155	2	1224	28211	356	335928	99	177413
G900100165	2	976	117743	200644	49546	237	551990
G900100185	2	1239	91061	1385	186817	1150774	549003
G900100245	2	1239	186801	186802	186803	0	1200749
G900100295	2	1239	91061	1385	186817	351195	86666
G900100345	2	1239	91061	1385	186822	44249	624147
G900100375	2	976	117743	200644	49546	237	1128970
G900100385	2157	28890	183963	2235	2236	1377992	890420
G900100435	2	976	117747	200666	84566	84567	1761882
G900100455	2	1224	28211	356	119043	83400	83401
G900100485	2	1224	28216	32003	206379	914	1881053
G900100605	2	201174	1760	85012	2004	1367968	504805
G900100635	2	976	200643	171549	171552	838	645274
G900100655	2	1224	28211	204441	41295	1434015	1082479
G900100685	2	1239	186801	186802	186803	1506553	1531
G900100705	2	976	117747	200666	84566	84567	405671
G900100715	2157	28890	224756	94695	2206	2220	38026
G900100765	2	976	768503	768507	1522127	1522128	1075417
G900100835	2	1239	909932	909929	1843491	970	971
G900100875	2157	28890	183963	1644055	1644056	1008195	1236180
G900100945	2	976	117747	200666	84566	423349	551996
G900101015	2	1239	186801	186802	31979	1266	1798184
G900101065	2	1239	91061	1385	90964	227979	586411
G900101295	2	1239	186801	186802	186803	1506553	1526
G900101335	2	201174	1760	622452	83778	317661	1881057
G900101345	2	1224	28221	213118	213119	497721	419481
G900101375	2	1239	186801	53433	53434	1242734	957042
G900101395	2	976	1853228	1853229	563835	379899	1285928
G900101435	2	976	117747	200666	84566	84567	390242
G900101495	2	1239	186801	186802	31979	114627	426129
G900101525	2	1239	91061	186826	186828	191769	191770
G900101595	2	1239	91061	1385	186822	44249	1761875
G900101605	2	1239	186801	186802	186803	830	185008
G900101645	2	1239	909932	1843488	909930	40840	40841
G900101785	2	201174	1760	85009	31957	1278221	675864
G900101815	2	976	117743	200644	49546	1434034	641691
G900101825	2	1224	1236	135614	1775411	265718	265719
G900101835	2	1239	186801	186802	186807	2740	2741
G900101875	2	976	117747	200666	84566	423349	1391627
G900101965	2	1224	28211	204441	41295	69959	69960
G900102025	2	201174	1760	2037	2049	76833	1657
G900102055	2	976	117743	200644	49546	237444	227084
G900102085	2	1239	91061	1385	186822	44249	582692
G900102125	2	1239	91061	1385	186822	44249	1761878
G900102185	2	57723	204432	204433	204434	392733	392734
G900102205	2	976	200643	171549	171552	838	1761884
G900102215	2	1239	91061	1385	186822	995014	670482
G900102385	2	976	200643	171549	0	0	1855373
G900102435	2	1239	909932	909929	1843490	909931	608505
G900102515	2	1239	186801	186802	186803	830	1520808
G900102545	2	976	1853228	1853229	563835	79328	104663
G900102615	2	200918	188708	1643947	0	28233	28234
G900102685	2	1239	91061	1385	186824	1236218	1236220
G900102795	2	1224	28211	204455	31989	1649279	1156985
G900102835	2	976	117747	200666	84566	28453	1010
G900102855	2	1224	1236	135613	72276	397268	415747
G900102905	2	1224	28211	204455	31989	205889	990712
G900102915	2	976	117743	200644	49546	561367	390640
G900102965	2	1239	91061	1385	186822	44249	682956
G900103005	2	1239	186801	186802	543313	65402	65403
G900103115	2	1239	526524	526525	128827	1279388	1630
G900103125	2	976	117747	200666	84566	423349	1881048
G900103135	2	1239	186801	53433	972	630723	321763
G900103145	2	1224	28216	32003	206379	35798	1855334
G900103215	2	976	117743	200644	49546	574892	192904
G900103285	2	976	768503	768507	89373	700450	563176
G900103315	2	976	200643	171549	171552	838	77095
G900103375	2	1224	1236	72274	135621	286	74829
G900103425	2	1239	909932	1843489	31977	209879	209880
G900103505	2157	28890	183963	2235	2236	1269031	996166
G900103515	2	976	117747	200666	84566	84567	34086
G900103545	2	976	117747	200666	84566	84567	990371
G900103665	2	976	117747	200666	84566	84567	430522
G900103825	2	1239	91061	1385	186822	44249	1761880
G900103835	2	1239	186801	186802	541000	258514	258515
G900103915	2	1239	91061	1385	186817	286800	237069
G900104045	2	1224	28221	213115	213117	206664	206665
G900104055	2	1239	909932	909929	1843491	970	971
G900104145	2	1224	28211	204455	31989	258255	1798213
G900104155	2	1239	186801	186802	186803	830	1520807
G900104295	2	976	200643	171549	171552	838	645273
G900104335	2	1239	186801	186802	186803	46205	1520802
G900104345	2	201174	1760	85006	85023	33882	2033
G900104395	2	32066	203490	203491	203492	848	859
G900104445	2	1224	28221	213118	213121	40413	91360
G900104455	2	1239	909932	909929	1843490	146813	146817
G900104485	2	1224	28211	356	0	1145345	665467
G900104505	2	201174	1760	85010	2070	674734	504798
G900104605	2	976	200643	171549	171550	1929083	1871003
G900104615	2	1239	186801	186802	541000	1926663	1841867
G900104665	2	1239	526524	526525	128827	1929045	1903263
G900104675	2	1239	186801	186802	541000	1935176	1871018
G900104755	2	1224	28211	356	41294	374	722472
G900105035	2	976	117743	200644	49546	292691	1250231
G900105065	2	201174	1760	85009	85015	53387	546871
G900105105	2	976	117743	200644	49546	252356	1250153
G900105545	2	976	117743	200644	49546	252356	320912
G900105625	2	57723	204432	204433	204434	392733	392734
G900105645	2	1224	28221	213118	213119	28222	90732
G900105765	2	201174	1760	85006	1331736	1331737	648782
G900105865	2	201174	1760	2037	2049	28263	131112
G900105875	2	1224	28216	32003	206379	914	44577
G900105895	2	201174	84998	84999	1643824	1380	1381
G900106055	2	201174	1760	2037	2049	1654	131110
G900106545	2	1224	28216	32003	206379	914	44574
G900106575	2	976	117743	200644	49546	1016	45242
G900106595	2	1239	91061	1385	186817	1370	1122204
G900106615	2	1239	186801	186802	186803	0	1855375
G900106745	2	1239	91061	1385	186822	44249	1884382
G900106765	2	1239	1737404	0	0	285105	1123352
G900106775	2	1239	91061	1385	186824	1155934	1048340
G900106785	2	976	200643	171549	171552	1926672	1852370
G900106855	2	201174	1760	2037	2049	184869	1852372
G900106905	2157	28890	224756	94695	2206	2175	2177
G900106945	2	1224	1236	135622	72275	2742	488533
G900106955	2	1224	1236	135619	28256	1395977	574349
G900106985	2	976	1853228	1853229	563835	1774131	1235997
G900107025	2	1224	28211	204455	31989	1209946	564137
G900107035	2	1239	91061	1385	186823	29330	89784
G900107065	2	976	200643	171549	171552	838	1761886
G900107075	2	1239	909932	1843488	909930	904	905
G900107125	2	1239	186801	186802	186806	1730	1528
G900107185	2	1239	186801	186802	541000	0	1520816
G900107215	2	508458	649775	649776	649777	49894	1120986
G900107235	2	1224	28211	204455	31989	608658	321339
G900107265	2	1224	28216	32003	206379	914	133724
G900107275	2	1239	91061	1385	186817	1386	1503961
G900107305	2	1239	91061	1385	186824	2023	1882753
G900107335	2	1224	28216	32003	206379	914	200126
G900107355	2	1224	28211	204455	31989	1434014	576131
G900107405	2	1239	186801	186802	31979	69894	159292
G900107465	2	976	768503	768507	89373	336827	336829
G900107505	2	1239	91061	186826	186828	82802	157076
G900107535	2	976	117747	200666	84566	84567	425514
G900107545	2	1239	186801	186802	186803	46205	1520801
G900107575	2	1239	186801	186802	186803	0	877406
G900107585	2	1224	28211	204455	31989	89523	89524
G900107615	2	1239	909932	909929	1843491	970	971
G900107645	2	1224	28221	69541	213421	37817	37625
G900107695	2	1224	1236	72273	135617	1030	525918
G900107705	2	976	200643	171549	171552	838	1761888
G900107765	2	976	1853228	1853229	563835	1769012	551991
G900107785	2	976	200643	171549	171551	0	1855397
G900107835	2	1239	186801	186802	186803	265975	1855342
G900107845	2	1224	1236	0	0	265980	152573
G900107875	2	1239	91061	1385	186822	44249	1566277
G900107885	2	1224	1236	91347	1903410	1082702	71657
G900108055	2	201174	1497346	588674	320796	192992	29539
G900108455	2	1239	91061	186826	81850	559173	220714
G900108485	2	1224	1236	135613	1046	67575	173990
G900108495	2	201174	84998	84999	1643824	133925	604330
G900108575	2	1224	28211	356	41294	1395974	1855306
G900108895	2	1239	186801	186802	186803	1506553	1531
G900108915	2	1224	1236	135619	135620	196078	64971
G900108995	2	1239	91061	186826	33958	519427	322505
G900109035	2	1224	28211	204455	31989	1604279	1227549
G900109065	2157	28890	183963	1644055	1963271	1450140	1073996
G900109115	2	201174	1760	85008	28056	1398560	1144548
G900109135	2	1239	91061	186826	186828	82802	1855308
G900109215	2	1239	526524	526525	128827	1279388	1630
G900109365	2	976	117747	200666	84566	416949	332977
G900109425	2157	28890	183968	2258	2259	2263	277988
G900109475	2	1239	186801	186802	186803	830	1761780
G900109555	2	1224	28211	204455	31989	1042323	658057
G900109575	2	976	117747	200666	84566	407021	407022
G900109585	2	1239	91061	186826	186828	2747	1073423
G900109685	2	976	1853228	1853229	563835	79328	573321
G900109715	2	1239	186801	186802	186803	46205	46206
G900109785	2	1224	28216	32003	206379	1232	1233
G900109895	2	0	0	0	0	0	1855384
G900109985	2	1239	186801	53433	53434	1242734	957042
G900110015	2	1239	91061	1385	186817	459532	361277
G900110045	2	1239	186801	186802	541000	596767	474960
G900110085	2	976	200643	171549	171552	838	1761887
G900110145	2	1224	28216	32003	206379	914	917
G900110165	2	1239	91061	1385	186824	1522429	1173111
G900110215	2157	28890	183963	2235	1963268	1073987	1367881
G900110245	2	976	1853228	1853229	563835	354354	354355
G900110305	2	1239	91061	1385	186817	1386	1423
G900110315	2	1239	91061	1385	186822	44249	1333845
G900110415	2	976	117747	200666	84566	423349	1881049
G900110425	2	1224	28211	204455	31989	1398404	569882
G900110485	2	1239	909932	909929	1843490	112902	112903
G900110565	2	201174	84998	1643822	1643826	79603	79604
G900110585	2	1224	1236	135613	72276	406099	406100
G900110635	2	1239	186801	186802	186803	0	1520823
G900110645	2	976	1937959	1936988	1937960	70994	478744
G900110675	2	1239	91061	186826	186827	89092	89093
G900110685	2	1239	91061	1385	186817	420644	571933
G900110775	2	1224	28211	204455	31989	1341013	657014
G900110815	2	1239	91061	1385	90964	1647178	930138
G900110835	2	976	1853228	1853229	563835	79328	29529
G900110895	2	976	200643	171549	171552	838	81582
G900110905	2	1224	1236	135625	712	697331	653940
G900110915	2	0	0	0	0	0	1855383
G900110995	2	976	1853228	1853229	563835	79328	1881040
G900111025	2	976	117743	200644	49546	1080193	419940
G900111035	2	203691	203692	136	137	157	163
G900111055	2	1224	28216	32003	206379	914	44577
G900111065	2	976	117743	200644	49546	76831	480520
G900111095	2	1224	1236	135619	135620	515417	355243
G900111105	2	1224	1236	91347	543	1356488	988801
G900111115	2	1224	28216	80840	80864	352449	180197
G900111145	2	976	768503	768507	200667	446458	1267423
G900111165	2	1224	28216	32003	206379	914	133720
G900111195	2	1239	91061	1385	186817	74385	531814
G900111255	2	201174	84998	84999	1643824	133925	604330
G900111285	2	1239	91061	1385	186817	1434042	1464123
G900111295	2	1239	91061	1385	186817	1884449	1601833
G900111355	2	1239	91061	186826	186828	142587	142588
G900111395	2	1224	1236	91347	1771359	336803	336804
G900111405	2	1239	91061	1385	186817	320933	237682
G900111425	2	976	200643	171549	1471398	1471399	1168034
G900111495	2	976	117743	200644	49546	59732	356305
G900111525	2	976	200643	171549	171552	838	1761883
G900111575	2	1239	186801	186802	1491775	42447	108328
G900111595	2	1239	186801	186802	186803	1506553	29364
G900111605	2	1224	28216	32003	206379	914	917
G900111615	2	1239	186801	186802	31979	89958	426128
G900111645	2157	28890	224756	94695	2206	2225	1353158
G900111755	2	1224	1236	135622	267889	1518149	349064
G900111825	2	976	117747	200666	84566	84567	332999
G900111835	2	1224	1236	72274	135621	286	319939
G900111865	2	1239	91061	1385	186817	1906945	186116
G900111875	2	1224	28211	204455	31989	1158296	871651
G900111915	2	1239	909932	909929	1843491	970	971
G900112005	2	976	768503	768507	563798	246875	237018
G900112045	2	1239	91061	1385	186817	175304	237679
G900112085	2	1239	186801	186802	186803	31980	2382
G900112165	2	203691	203692	1643687	1100104	34096	34097
G900112195	2	1239	186801	186802	186803	830	1520812
G900112255	2	976	768503	768507	89373	992	998
G900112275	2	976	200643	171549	171552	838	839
G900112295	2	976	117743	200644	49546	111500	1055723
G900112335	2	1224	28211	204455	31989	599652	441112
G900112365	2	976	768503	768507	89373	107	662367
G900112405	2	1239	91061	186826	81850	559173	283737
G900112445	2	1224	1236	72273	135616	92244	748650
G900112475	2	1224	1236	91347	1903416	82984	82985
